0.421134,0.738166,0.086366,0.557428,0.350270,0.888927,0.172714,0.823480,0.039543,0.141091,0.929454,0.445734,0.368976,0.431581,0.445659,0.668439,0.918945,0.404465,0.567547,0.912148,0.301563,0.408607,0.615883,0.156345,0.879018,0.390443,0.935363,0.818538,0.371482,0.008911,0.401716,0.792616,0.747077,0.488082,0.350045,0.097347,0.377009,0.522759,0.920827,0.416552,0.663850,0.850281,0.862286,0.032826,0.281862,0.307945,0.701266,0.200807,0.712410,0.268812,0.112955,0.013973,0.677420,0.728838,0.170318,0.556438,0.119281,0.105682,0.374976,0.490763,0.114592,0.776693,0.283379,0.861669,0.264775,0.633424,0.959016,0.641783,0.156182,0.879843,0.058335,0.820032,0.730123,0.920620,0.852859,0.011985,0.228565,0.554124,0.212792,0.940975,0.822937,0.325747,0.954948,0.500357,0.054585,0.125266,0.056795,0.173865,0.230947,0.431771,0.664628,0.345540,0.208464,0.948007,0.207209,0.473239,0.581431,0.166225,0.115022,0.737613,
0.046068,0.173357,0.557646,0.776191,0.093977,0.410504,0.788176,0.322542,0.964629,0.000968,0.263517,0.787566,0.326715,0.218465,0.287923,0.381299,0.343730,0.344718,0.555165,0.574678,0.776489,0.219793,0.920218,0.167800,0.127427,0.458191,0.749231,0.293652,0.573213,0.486844,0.339719,0.746570,0.044489,0.115910,0.840547,0.454994,0.904086,0.163089,0.419623,0.905055,0.426606,0.207189,0.231769,0.645071,0.495111,0.613069,0.839829,0.168234,0.563479,0.616318,0.388026,0.483697,0.601270,0.555826,0.611123,0.059461,0.305057,0.904775,0.632674,0.791901,0.244494,0.379244,0.836390,0.360404,0.219791,0.291384,0.264491,0.382881,0.711007,0.169545,0.809487,0.918196,0.401315,0.454558,0.413307,0.014383,0.443360,0.253136,0.182617,0.006839,0.869453,0.570644,0.490536,0.470724,0.126470,0.101660,0.530185,0.431527,0.006435,0.162859,0.223428,0.250929,0.542103,0.059818,0.611333,0.761894,0.351203,0.875824,0.144775,0.062210,
0.045369,0.954262,0.446683,0.408820,0.393713,0.461067,0.852180,0.646848,0.643684,0.859019,0.516302,0.214327,0.349555,0.340797,0.451215,0.517210,0.772325,0.457650,0.680069,0.708579,0.222173,0.055571,0.319912,0.406774,0.195735,0.128842,0.468984,0.241104,0.083104,0.449389,0.687787,0.491925,0.843102,0.148854,0.344105,0.489950,0.792537,0.203124,0.006252,0.006865,0.552679,0.347662,0.003894,0.510488,0.119987,0.461544,0.190557,0.115739,0.170123,0.412730,0.171311,0.490034,0.396797,0.578084,0.685769,0.525640,0.047068,0.926873,0.608744,0.496457,0.614660,0.100668,0.339559,0.763513,0.444773,0.829509,0.556051,0.647897,0.835761,0.562916,0.200576,0.829039,0.910578,0.204470,0.339527,0.030565,0.666014,0.530084,0.146304,0.836137,0.942814,0.317615,0.326171,0.339611,0.895699,0.011940,0.865251,0.942767,0.938813,0.473994,0.439224,0.553473,0.574663,0.778784,0.316986,0.019436,0.608293,0.873037,0.667333,0.444054,
0.435953,0.867909,0.273093,0.346531,0.072379,0.612620,0.377095,0.738393,0.142704,0.523399,0.574530,0.085518,0.841014,0.900702,0.425129,0.736713,0.912642,0.290379,0.679480,0.851456,0.764374,0.118704,0.404929,0.339037,0.897488,0.721915,0.358472,0.505781,0.594952,0.025805,0.949835,0.030905,0.893713,0.222929,0.377436,0.966092,0.835549,0.754531,0.704486,0.978252,0.277930,0.279016,0.063770,0.118944,0.179718,0.488899,0.855657,0.092360,0.779278,0.535137,0.943816,0.543651,0.653841,0.348744,0.882688,0.551329,0.070659,0.241160,0.057110,0.665612,0.266965,0.006945,0.696516,0.160679,0.229874,0.073952,0.126771,0.065423,0.828483,0.831257,0.043675,0.106413,0.110273,0.107445,0.225356,0.289990,0.596343,0.081013,0.382351,0.375621,0.616150,0.326166,0.919273,0.269991,0.674910,0.801961,0.821320,0.745570,0.043121,0.878429,0.411181,0.310087,0.885375,0.107698,0.470765,0.115249,0.181650,0.597536,0.180672,0.010132,
0.428793,0.224347,0.116545,0.539065,0.331792,0.341901,0.829056,0.928135,0.422915,0.211406,0.303756,0.039064,0.537572,0.223029,0.309055,0.212483,0.024990,0.130374,0.958053,0.068111,0.008804,0.369234,0.378198,0.894179,0.476932,0.848963,0.009428,0.658581,0.446499,0.190099,0.668714,0.875292,0.414446,0.785259,0.414357,0.746237,0.127160,0.243412,0.674372,0.550075,0.454819,0.978128,0.589139,0.201157,0.898194,0.204874,0.226147,0.028568,0.162927,0.294258,0.037372,0.532161,0.672456,0.931551,0.009092,0.521419,0.940978,0.667674,0.967918,0.131077,0.336388,0.843209,0.545523,0.121646,0.257566,0.291760,0.248807,0.500979,0.966132,0.798881,0.955797,0.944261,0.388020,0.948188,0.145418,0.286214,0.153062,0.371566,0.314782,0.315989,0.665824,0.352154,0.848149,0.338280,0.283705,0.857242,0.859699,0.224683,0.524916,0.827617,0.355761,0.861303,0.670826,0.901284,0.928392,0.193044,0.231756,0.429371,0.159176,0.030638,
0.385168,0.103437,0.418658,0.333356,0.248855,0.704872,0.486418,0.620421,0.019654,0.802407,0.286245,0.371808,0.650556,0.624525,0.655513,0.507798,0.484224,0.880196,0.032714,0.311841,0.235956,0.894017,0.137240,0.876967,0.911059,0.330284,0.108723,0.340430,0.489460,0.139361,0.725598,0.592897,0.558019,0.058954,0.841752,0.262890,0.545373,0.462172,0.282544,0.347780,0.748417,0.654352,0.372942,0.309865,0.506134,0.857166,0.190061,0.538848,0.169006,0.426017,0.432865,0.151673,0.563257,0.309832,0.062732,0.893541,0.418555,0.403162,0.383000,0.557915,0.128760,0.975897,0.115934,0.187714,0.817649,0.378824,0.733086,0.279821,0.661368,0.080866,0.028238,0.315720,0.079202,0.401180,0.625585,0.585336,0.258346,0.815646,0.124184,0.427353,0.241663,0.557049,0.579026,0.804920,0.866880,0.641758,0.698461,0.285435,0.044919,0.081461,0.843350,0.173679,0.057358,0.959284,0.361393,0.875007,0.338109,0.094479,0.154828,0.175345,
0.183066,0.315198,0.254547,0.584247,0.940783,0.839883,0.842593,0.756428,0.964067,0.269946,0.521115,0.848971,0.803011,0.387995,0.490729,0.501472,0.673430,0.535648,0.582933,0.516781,0.709327,0.640291,0.476065,0.070720,0.515298,0.814174,0.165199,0.670126,0.813651,0.340544,0.853193,0.128848,0.595091,0.437440,0.069631,0.434974,0.280033,0.826060,0.399041,0.549979,0.824151,0.920156,0.398950,0.627162,0.308151,0.889679,0.128634,0.425327,0.711567,0.498362,0.134655,0.351859,0.974427,0.205375,0.867157,0.788601,0.370574,0.537283,0.602252,0.711118,0.390476,0.731100,0.306209,0.827916,0.800731,0.741183,0.107949,0.626791,0.140224,0.657927,0.450942,0.060380,0.056877,0.078104,0.368531,0.946556,0.206738,0.350113,0.371884,0.918306,0.848475,0.506539,0.270165,0.822902,0.711914,0.137322,0.611503,0.082488,0.674605,0.213755,0.793606,0.065081,0.944855,0.099815,0.892997,0.745586,0.840999,0.000946,0.372377,0.658873,
0.823319,0.041602,0.715751,0.901423,0.410133,0.662307,0.108161,0.760246,0.034191,0.026467,0.608721,0.540730,0.296632,0.431623,0.252643,0.433953,0.043126,0.335131,0.108559,0.256881,0.128737,0.173640,0.201736,0.228552,0.066637,0.947322,0.069551,0.067583,0.319699,0.050774,0.726456,0.143019,0.092376,0.442207,0.044442,0.502510,0.104514,0.152603,0.262756,0.138706,0.179070,0.871477,0.679435,0.475702,0.303099,0.932079,0.909656,0.346225,0.267210,0.018214,0.603106,0.395947,0.191854,0.804841,0.624499,0.258491,0.752163,0.694050,0.326074,0.071863,0.744824,0.052531,0.214881,0.837201,0.494738,0.259323,0.339710,0.599252,0.411926,0.602466,0.737958,0.590997,0.473943,0.417393,0.066699,0.777042,0.349472,0.976355,0.123268,0.616682,0.726373,0.012629,0.186423,0.531215,0.637128,0.444914,0.283378,0.331178,0.770988,0.355241,0.076002,0.823519,0.570122,0.913203,0.318256,0.829445,0.252913,0.917509,0.241372,0.855380,
0.655467,0.832368,0.329323,0.072860,0.899067,0.106365,0.422332,0.875422,0.229633,0.039014,0.869990,0.956006,0.051643,0.056413,0.487220,0.688770,0.501326,0.770599,0.019948,0.272314,0.125839,0.095951,0.095833,0.695961,0.009154,0.414089,0.525407,0.262067,0.331598,0.766778,0.117447,0.599146,0.446769,0.059925,0.498214,0.553134,0.482258,0.373635,0.782767,0.521272,0.243626,0.738772,0.572915,0.300039,0.225993,0.261685,0.801365,0.281634,0.073679,0.122431,0.377584,0.169512,0.818392,0.386738,0.583601,0.343799,0.648805,0.915199,0.110577,0.766251,0.902264,0.709724,0.213020,0.962190,0.207937,0.766154,0.444448,0.581573,0.548921,0.965719,0.825198,0.287693,0.538634,0.125237,0.513686,0.800319,0.926602,0.510278,0.081953,0.000281,0.632709,0.459537,0.169793,0.451101,0.846275,0.753394,0.794900,0.495080,0.668593,0.905477,0.261331,0.570858,0.615200,0.474352,0.533047,0.823138,0.240506,0.977495,0.404710,0.789427,
0.943214,0.229909,0.077121,0.481849,0.355146,0.590807,0.282168,0.281748,0.101085,0.364121,0.282029,0.733793,0.823658,0.451822,0.184894,0.669933,0.205216,0.979794,0.165013,0.873810,0.885271,0.426345,0.444667,0.500471,0.900696,0.977715,0.323609,0.141202,0.955210,0.728319,0.930630,0.898424,0.958228,0.007750,0.380273,0.313374,0.598557,0.662441,0.595122,0.699642,0.026562,0.877151,0.433435,0.850220,0.328973,0.618329,0.520153,0.534189,0.598123,0.685166,0.407999,0.483394,0.111511,0.852666,0.012207,0.830381,0.307474,0.153409,0.785591,0.035794,0.084039,0.684015,0.091789,0.064288,0.307396,0.690347,0.726729,0.902518,0.389989,0.753290,0.779670,0.823424,0.603510,0.108643,0.441753,0.123663,0.642832,0.039877,0.808830,0.050831,0.523271,0.920341,0.903497,0.507136,0.932548,0.733878,0.814611,0.085957,0.519469,0.850404,0.169996,0.203483,0.844426,0.261786,0.267771,0.151823,0.952132,0.054341,0.342121,0.747791,
